annual_rainfall,seasonal_rainfall,monthly_rainfall,cloud_visibility,temperature,humidity,atmospheric_pressure,wind_speed,river_level,cloud_cover,flood_status
1168.03,779.9,186.96,3.82,22.53,60.66,987.1,26.42,7.82,73.65,0
3023.43,2113.72,732.67,6.62,18.82,41.61,981.05,49.93,6.66,86.24,0
2212.95,1147.92,285.97,4.51,36.45,61.32,982.32,30.48,11.78,31.38,0
3823.95,2911.33,915.32,8.21,20.99,95.9,1027.16,40.96,8.65,25.53,1
1253.16,696.18,291.16,4.6,36.08,56.48,1006.59,21.47,9.66,32.65,0
2857.07,1621.7,359.21,5.94,22.41,75.14,999.99,51.37,13.93,94.49,1
2022.34,1412.41,293.23,3.55,38.35,57.89,1000.54,5.18,1.35,29.23,0
3861.81,2473.97,869.9,7.19,20.48,46.4,1012.61,69.22,4.3,72.1,0
1855.92,1206.01,341.02,6.72,16.74,57.38,998.83,45.62,13.52,20.51,0
3878.99,2088.63,635.96,4.27,38.41,68.25,1019.82,12.12,11.99,69.42,1
3684.75,2733.06,823.82,3.12,19.14,57.77,993.0,50.79,3.23,32.01,0
1665.23,1140.87,252.88,6.33,38.6,77.45,998.36,55.49,2.95,85.35,0
3371.33,1822.59,366.14,9.46,35.6,96.95,1026.75,55.62,12.46,12.09,0
3985.93,2440.19,1036.12,1.76,17.05,44.16,993.01,20.41,8.52,55.02,1
1608.52,1195.33,304.15,8.09,26.13,83.02,1013.08,67.19,12.97,69.7,0
2197.69,1473.56,451.68,5.66,16.83,40.08,998.23,3.21,13.81,76.92,0
2464.58,1312.62,581.47,5.49,23.24,40.06,1003.56,27.83,1.51,91.03,0
1743.78,1066.9,433.9,9.64,23.79,47.98,982.26,9.09,14.56,66.33,0
848.85,486.23,110.37,6.26,29.99,68.8,988.36,28.17,10.89,21.57,0
1504.41,985.75,322.47,8.39,39.4,42.88,985.1,5.89,12.6,75.12,0
1702.2,1281.77,490.3,5.39,19.24,83.33,1022.24,45.86,9.64,57.52,0
2219.52,1400.25,524.53,2.87,23.23,41.76,1028.08,6.25,4.92,18.97,0
1347.53,848.95,331.27,7.1,29.68,69.73,983.4,43.88,9.19,22.63,0
3594.41,2773.47,871.88,9.27,19.29,80.57,983.84,17.92,7.98,84.55,1
3055.72,2056.06,501.64,8.49,32.77,54.25,1007.61,14.18,14.02,60.9,1
1072.64,718.52,227.21,2.38,25.09,74.76,1005.2,25.6,8.55,24.2,0
2880.3,1666.46,603.21,3.51,38.74,55.71,1012.53,45.59,0.9,80.96,0
2891.7,1973.06,694.81,5.41,30.75,52.85,1016.84,41.32,10.45,62.78,0
3859.91,2596.84,565.15,5.93,24.08,89.1,1019.86,48.27,1.23,25.06,0
809.67,501.23,108.38,2.34,32.99,59.97,987.45,64.49,14.19,50.48,0
1593.38,1270.26,560.58,2.69,35.97,88.84,981.89,15.82,7.56,93.6,0
3768.93,2881.6,685.68,7.71,35.01,53.01,1024.46,30.11,14.54,77.63,1
3782.83,2742.08,750.28,7.44,21.57,61.35,1003.48,20.08,0.88,44.82,0
3105.88,2053.62,804.83,8.47,25.42,46.16,1028.56,41.87,8.23,10.48,0
3250.44,2075.79,627.76,9.36,26.3,69.79,1006.64,21.27,3.78,30.34,0
1092.75,606.99,148.93,3.43,24.71,62.9,1005.5,39.95,9.79,26.28,0
2444.4,1446.4,458.23,8.67,22.77,40.36,1011.15,57.98,7.72,43.99,0
1541.07,1128.35,386.16,6.83,33.82,67.89,988.51,39.46,8.71,89.43,0
1379.9,877.79,274.92,9.6,15.31,44.46,992.7,58.99,5.71,26.2,0
3392.97,2594.54,1114.97,3.08,22.34,90.22,1025.29,43.57,1.25,14.48,0
1232.12,670.73,181.89,3.06,18.54,69.62,990.62,61.18,2.04,21.82,0
2299.69,1500.55,548.2,7.19,18.22,81.4,991.65,65.27,12.95,50.16,1
3803.45,2639.94,602.1,9.32,21.92,89.27,1005.5,36.53,10.69,16.07,1
1394.66,913.58,272.31,8.33,34.05,43.07,1012.06,55.76,11.66,60.09,0
3929.58,3013.08,1160.78,7.41,39.24,60.23,980.05,33.88,2.28,34.65,1
3981.72,3172.91,812.91,4.18,27.87,41.51,1002.84,49.95,1.21,43.74,0
2577.97,1378.57,478.98,7.32,23.47,42.98,999.95,4.55,0.75,24.05,0
1344.46,724.64,172.73,8.11,35.73,42.27,1023.28,67.75,8.07,77.12,0
1811.54,976.59,220.39,7.66,16.68,68.67,1021.98,62.81,7.76,44.32,0
2158.38,1520.26,502.91,6.93,17.33,67.04,1025.3,62.74,2.1,20.36,0
1789.84,1095.03,403.79,0.95,23.63,43.67,1022.1,21.13,5.53,42.54,0
1698.03,1222.57,279.16,6.77,26.21,55.74,1019.34,21.26,8.19,98.52,0
3911.14,2431.32,1044.12,5.04,34.95,54.67,1022.95,29.38,10.3,74.26,1
1290.77,888.41,227.83,9.63,38.13,57.8,988.74,61.85,12.24,88.24,0
3146.65,2300.07,529.0,6.27,28.28,78.45,997.04,60.39,9.8,90.28,1
801.31,532.44,133.47,6.28,27.39,81.82,1014.18,21.68,0.94,59.39,0
2707.78,1792.15,434.4,9.94,20.33,60.34,1026.16,38.84,9.0,60.12,0
3731.02,1964.27,437.38,1.39,26.28,87.29,1013.35,34.31,1.77,91.6,0
1721.39,1072.83,428.55,3.13,38.09,65.07,990.4,46.25,8.69,88.6,0
1393.68,925.03,299.6,6.73,24.82,71.34,1027.23,16.55,5.95,74.47,0
2885.38,1842.58,547.49,3.49,20.27,48.73,1018.02,7.78,4.65,83.98,0
3080.32,2372.57,1038.37,3.79,23.43,53.97,1015.83,3.85,7.48,76.73,1
3001.7,2317.19,678.36,8.98,27.86,83.65,1018.13,27.94,6.03,37.71,0
1821.81,1360.12,328.8,6.0,29.96,98.62,1012.96,66.37,12.54,20.87,0
1607.05,984.46,264.34,1.48,25.81,82.28,981.11,48.57,3.78,74.55,0
3858.94,2759.87,716.85,3.45,33.96,43.25,992.68,52.94,2.48,91.51,0
3754.56,2322.52,754.09,1.22,29.61,48.57,1027.83,66.27,12.64,98.07,1
2263.41,1289.64,351.91,5.78,31.63,66.75,994.43,30.7,4.03,14.4,0
3507.82,2114.76,695.79,2.15,36.57,83.95,1018.58,34.26,0.97,67.32,0
2247.44,1171.56,430.34,8.64,36.64,49.96,1001.22,26.45,6.11,65.56,0
2158.04,1293.82,510.19,5.98,20.09,85.05,1025.38,14.33,12.38,43.22,0
1301.64,830.74,313.64,1.06,30.58,73.35,1007.88,54.11,6.76,59.73,0
2164.5,1702.69,428.05,3.36,32.92,86.47,1011.59,63.65,7.32,51.02,0
2519.73,1496.78,342.73,6.36,18.65,73.46,991.98,57.34,1.18,93.21,0
872.01,672.09,225.56,3.69,36.07,76.15,982.88,5.24,10.81,36.92,0
2221.16,1263.08,315.43,5.38,19.51,54.92,1017.83,22.34,5.48,26.14,0
3300.34,1839.25,406.9,9.14,34.98,83.21,983.38,42.26,11.06,70.58,0
2976.15,1951.46,647.44,3.83,19.04,90.64,1016.09,24.25,6.46,35.73,0
2832.5,1987.72,559.94,3.69,33.54,92.28,1007.77,12.21,8.14,15.01,0
3710.58,1904.64,740.98,8.29,18.7,41.77,1021.0,38.61,9.05,82.13,0
857.7,485.73,135.3,3.53,24.47,77.48,990.29,37.46,3.35,39.21,0
2582.55,1644.32,731.2,1.24,18.59,99.37,1007.08,50.27,4.76,99.32,0
3319.52,1989.39,775.13,2.22,21.77,75.21,1010.71,69.99,8.99,38.08,1
2532.27,1807.5,387.57,9.51,39.61,50.28,983.71,46.08,12.43,60.01,0
1836.47,1199.85,392.61,9.37,17.69,92.66,1016.95,23.55,14.44,24.5,0
1236.0,677.46,230.78,2.64,25.16,55.86,999.45,67.03,8.1,57.96,0
3640.2,2796.91,1045.56,5.76,31.92,42.7,986.45,40.85,1.57,33.85,0
2306.44,1355.89,439.92,1.8,17.36,65.83,999.35,45.91,14.36,71.39,1
3609.97,2596.79,833.21,6.91,17.73,46.02,984.92,26.31,6.6,12.56,0
2674.73,1963.18,573.22,2.26,18.58,46.91,1024.4,32.72,1.99,72.92,0
2957.41,2333.24,625.0,0.97,31.12,67.8,1002.84,30.47,14.6,56.59,1
3373.64,2191.35,956.64,8.34,37.73,76.76,986.9,65.66,4.57,44.2,0
2909.3,1992.14,556.6,3.59,35.65,94.32,992.6,57.05,10.02,15.81,1
2073.78,1245.23,268.79,1.53,39.58,82.32,1016.23,8.17,2.59,15.62,0
2443.63,1718.98,415.69,8.42,29.45,90.56,1019.3,23.34,10.93,81.3,0
3369.75,2153.32,892.16,7.74,39.04,64.71,982.07,5.79,14.66,76.66,1
1995.68,1259.86,436.74,7.0,22.62,59.12,982.99,37.14,14.78,51.91,0
2041.99,1545.05,609.82,9.16,25.54,75.57,1025.86,21.0,2.33,10.62,0
1106.21,569.75,229.15,5.15,24.9,81.73,996.55,6.99,11.65,83.18,0
3726.67,2849.37,1156.3,1.72,16.18,74.1,989.67,54.5,10.13,69.9,1
1091.32,824.62,278.44,1.08,35.74,55.87,986.15,8.2,12.12,16.91,0
2874.27,1873.76,457.72,3.53,15.62,62.18,1003.8,20.47,5.33,34.89,0
2122.22,1373.21,325.53,1.32,33.25,66.9,1018.55,54.47,6.33,16.1,0
2097.98,1276.71,438.55,5.59,25.18,40.85,1006.06,36.79,5.46,88.29,0
2974.57,2374.45,692.46,0.64,15.16,92.79,981.03,57.56,11.61,55.34,1
1014.7,541.19,183.74,4.72,22.25,70.68,1004.2,30.18,12.23,43.68,0
2699.86,1827.98,593.4,2.2,23.65,85.06,995.58,57.41,4.11,66.86,0
3270.5,2304.08,807.7,4.0,39.12,50.31,1014.14,38.6,8.81,77.12,1
3450.28,2692.25,560.06,6.91,31.53,73.4,1006.18,7.98,2.33,68.77,0
1345.7,987.82,205.67,3.83,28.59,95.57,1028.27,34.06,0.69,84.6,0
3671.74,2545.08,968.15,3.74,18.18,52.86,1009.91,39.64,9.35,63.5,1
2899.67,1551.45,385.2,9.91,24.78,60.75,1011.62,43.62,12.68,10.27,0
3621.94,2217.06,804.9,7.33,15.89,63.3,1006.01,65.1,13.65,22.25,1
2352.9,1274.45,429.04,5.38,34.04,63.0,995.55,14.48,9.5,88.05,0
2534.51,1937.29,862.96,6.0,19.07,76.04,1011.53,43.21,12.23,21.5,1
3740.92,2711.74,1108.7,6.39,29.86,63.63,996.65,53.14,6.36,65.76,1
3679.71,2676.11,811.62,0.73,32.48,80.44,1015.87,62.52,13.19,28.54,1
2234.11,1554.22,550.36,1.26,24.16,69.07,991.84,37.72,11.73,96.44,1
1678.12,1094.32,250.95,6.67,30.81,49.46,998.38,16.55,4.97,30.28,0
2058.15,1121.67,332.68,3.96,34.11,96.91,1009.18,57.6,9.16,42.57,0
2040.85,1222.28,468.71,1.03,19.6,54.37,1011.42,63.54,1.24,79.64,0
1717.97,929.55,330.61,3.33,30.02,73.75,1013.43,9.23,2.63,69.23,0
1659.45,1190.62,382.33,1.74,33.35,43.64,1015.02,17.62,14.23,38.95,0
3555.4,1948.6,475.72,9.2,23.93,95.12,995.92,61.26,0.64,72.82,0
1023.56,727.38,291.52,2.43,19.06,95.68,1024.63,34.94,3.45,98.19,0
2968.36,2100.64,563.58,1.87,22.15,61.87,981.5,13.5,2.51,23.05,0
1353.02,862.95,349.6,6.45,38.33,47.26,989.42,45.88,10.63,31.64,0
1902.42,1028.39,362.92,5.46,23.94,86.2,983.51,33.16,2.03,50.41,0
996.94,592.62,173.75,5.97,17.69,55.74,1013.58,67.82,0.79,38.21,0
1663.92,991.74,208.42,4.64,17.07,82.04,993.68,17.14,13.99,38.52,0
3258.95,2314.23,597.31,4.94,19.51,94.91,989.96,26.63,13.16,48.61,1
3632.05,1939.96,819.18,7.9,18.19,75.41,1004.03,13.3,5.7,81.07,0
1508.89,1129.73,456.97,2.59,27.38,91.67,1010.95,5.38,1.96,42.13,0
2283.35,1662.97,571.59,4.27,23.69,53.48,1010.96,20.63,10.33,33.11,0
2305.04,1281.35,405.65,9.6,36.04,94.63,1007.87,57.75,13.31,59.58,0
3595.44,2573.43,931.03,2.3,37.03,53.6,1029.6,20.17,14.63,88.45,1
3240.96,2270.47,718.74,3.29,26.83,53.55,1023.01,49.35,2.39,72.95,0
2441.85,1768.96,638.73,2.32,37.21,92.79,991.94,37.77,9.2,40.61,0
2946.39,1640.19,454.09,0.69,26.26,73.29,1017.94,37.34,6.74,97.49,0
3511.54,1921.78,787.21,3.06,31.05,87.97,1008.46,55.14,2.77,72.17,0
830.52,474.18,178.05,0.94,19.06,88.15,983.53,44.01,12.21,22.44,0
2089.25,1273.94,359.88,1.97,16.31,78.82,982.48,12.87,11.84,72.51,0
3703.18,2733.31,1114.28,3.95,19.0,51.34,1019.98,17.01,14.49,91.52,1
3169.0,2286.05,735.73,0.7,21.3,81.53,1007.25,38.98,1.74,52.57,0
2537.09,1972.93,480.72,7.65,33.77,43.82,1008.57,59.48,3.96,75.65,0
2494.86,1291.31,283.35,8.06,19.34,52.04,996.81,12.36,12.5,23.57,0
1912.86,963.06,361.05,4.41,18.27,78.57,1026.52,9.27,6.23,19.95,0
2465.67,1749.99,728.48,9.85,38.19,94.47,1015.67,37.19,7.4,66.52,0
2897.23,1691.36,679.69,6.95,32.22,86.3,1026.39,14.83,9.37,46.03,0
2138.76,1283.74,467.17,7.57,26.83,59.95,984.96,69.61,6.42,51.34,0
3085.29,2048.76,482.16,2.33,17.37,89.42,1009.19,2.3,1.01,37.67,0
3555.94,1887.22,421.82,8.46,36.29,98.0,1011.88,32.52,9.26,51.01,1
1294.99,897.18,256.82,9.48,17.71,59.92,986.3,13.05,3.82,18.91,0
2244.95,1341.46,555.0,2.74,30.28,51.21,997.31,48.31,14.55,19.72,0
2105.66,1452.52,639.74,7.02,31.69,51.85,990.74,44.85,10.51,49.97,0
2999.89,2250.52,585.9,7.6,25.0,64.02,1029.22,56.88,12.69,50.78,1
1599.58,881.9,344.4,3.4,37.78,43.14,1007.17,40.31,14.34,88.43,0
2848.8,2219.96,762.48,5.01,16.27,69.27,995.76,14.88,1.42,39.73,0
3607.97,2378.39,494.59,1.43,35.45,83.94,1013.22,5.63,2.66,70.92,0
2138.02,1660.98,557.64,2.14,28.84,71.83,1012.98,51.11,12.22,37.28,1
3715.25,2089.16,838.76,1.08,30.28,98.2,997.37,31.91,13.33,37.71,1
3978.12,2710.57,729.23,5.82,39.67,67.7,1029.7,17.11,0.57,73.8,0
1139.49,707.82,300.35,6.44,29.57,40.8,1020.45,19.12,14.21,60.58,0
1545.77,1131.92,293.24,9.2,34.93,68.21,1000.02,12.13,7.09,43.56,0
3841.22,2618.84,573.83,5.65,18.84,95.79,1013.0,21.28,7.21,53.5,1
3866.65,2506.96,601.63,2.98,35.23,45.75,1015.53,55.86,13.24,86.0,1
1112.66,861.09,352.4,1.06,34.03,53.38,988.69,44.2,4.7,77.13,0
848.0,519.94,158.23,8.91,39.2,82.93,1023.91,69.14,8.96,94.12,0
1315.52,744.58,297.26,5.05,38.39,57.65,1021.3,37.65,5.35,88.92,0
3987.24,2721.01,905.58,7.5,20.35,85.91,1017.78,37.46,2.15,70.26,1
1376.0,945.6,302.72,0.64,26.62,65.16,991.13,15.01,5.7,27.1,0
2408.15,1521.3,611.15,5.14,37.79,87.76,986.81,41.88,3.01,42.57,0
3514.94,2270.59,694.51,3.59,31.02,73.09,989.03,43.37,8.05,59.92,1
865.29,681.73,273.04,0.79,26.59,44.95,984.65,16.04,8.18,13.05,0
2734.36,1968.21,443.17,7.87,17.72,63.17,1027.01,7.98,6.84,71.31,0
1686.48,899.2,322.88,5.37,23.79,59.99,1022.57,27.08,3.02,98.2,0
3559.47,2006.26,753.64,3.67,31.63,88.6,984.54,13.7,2.22,84.48,0
1707.08,1353.15,574.78,8.16,34.42,77.49,1013.9,36.22,2.02,71.91,0
2997.62,2152.11,551.11,4.75,26.18,86.64,992.28,37.78,2.13,71.01,0
2957.5,2290.63,804.14,0.53,16.4,62.33,980.86,43.35,4.78,90.73,0
1508.78,891.93,274.99,9.47,30.83,81.5,994.62,42.99,0.53,37.93,0
911.36,658.51,194.72,2.93,38.04,43.91,1002.0,47.89,1.4,50.2,0
2109.6,1506.68,341.53,8.39,27.41,42.2,981.0,17.67,7.32,69.43,0
1725.42,1015.25,237.12,8.26,38.21,57.25,996.19,51.7,3.15,61.54,0
3388.73,2254.33,922.58,2.04,23.85,86.42,1015.02,37.69,4.32,85.97,1
3361.17,2313.24,896.24,5.0,37.16,72.05,991.42,31.74,5.62,42.96,1
2262.48,1457.8,430.91,0.88,34.66,64.53,1004.24,46.06,1.07,47.47,0
2740.84,2050.57,834.83,3.87,39.04,93.8,1024.38,36.09,3.69,32.43,0
2733.63,2049.84,451.36,7.44,34.78,69.84,981.42,37.75,11.76,67.47,1
3446.91,2603.04,927.18,2.75,23.04,76.8,1019.28,3.58,5.44,45.13,1
2160.01,1600.62,667.53,1.61,37.51,99.15,999.19,56.54,3.2,59.37,0
1681.43,1086.92,445.33,5.32,31.74,71.34,1007.06,30.84,3.37,15.45,0
1648.11,1012.65,296.91,5.6,19.05,87.01,991.54,37.23,14.78,73.39,0
2515.82,1885.38,728.34,6.92,16.15,64.83,1008.95,28.51,2.65,57.93,0
2237.27,1447.65,444.24,7.71,24.15,42.18,1016.53,39.5,13.63,76.8,0
2208.39,1267.42,519.69,7.11,34.67,90.07,990.08,5.67,1.67,32.5,0
1091.64,711.97,236.87,8.53,30.46,96.66,997.16,28.11,13.18,86.99,0
3099.53,1681.67,657.89,2.62,28.18,66.06,1008.37,47.47,7.85,88.37,0
1483.96,1049.88,230.6,5.91,15.09,70.22,1000.84,65.81,9.33,49.34,0
1430.25,859.26,298.6,3.92,25.89,65.45,994.66,59.74,4.07,18.57,0
2120.83,1226.26,413.95,9.64,18.94,99.81,1002.58,67.47,13.53,55.65,0
1528.89,1203.16,424.11,4.68,26.36,94.2,994.54,55.14,9.01,68.23,0
2668.35,1956.07,731.39,9.62,39.79,42.47,995.09,45.02,10.3,63.95,0
1988.68,1463.91,628.79,7.81,36.99,86.74,1010.53,30.78,8.57,90.79,0
2236.52,1536.75,609.2,7.33,22.77,76.05,1003.85,10.37,2.32,92.64,0
2518.94,1893.62,482.7,5.17,29.84,41.51,1013.85,19.05,12.63,65.99,0
1451.31,1056.19,429.31,4.71,27.55,66.68,1021.87,20.44,3.16,67.8,0
1298.41,882.44,203.42,5.5,18.25,48.98,1027.15,31.1,4.73,21.68,0
3617.35,2851.69,1013.92,3.29,39.75,92.38,987.57,43.47,10.21,45.4,1
2187.92,1219.72,513.12,9.09,25.63,40.76,1011.31,44.07,1.85,39.71,0
2118.7,1658.97,373.73,8.05,27.64,92.39,1009.12,32.98,14.03,41.12,0
913.96,567.05,233.86,8.11,31.19,96.45,1023.35,20.68,2.3,75.46,0
2393.52,1576.18,629.93,4.61,19.79,44.38,1024.79,5.84,10.17,53.92,0
2573.34,1381.43,450.27,1.18,20.56,83.19,1018.03,69.24,9.71,55.23,0
2588.29,1713.53,475.03,6.99,19.81,72.93,1009.77,65.89,10.62,32.29,0
3062.5,2092.8,630.68,4.06,24.61,97.26,989.96,14.44,6.78,25.04,0
1367.94,1093.41,483.47,8.77,19.99,87.89,993.83,43.17,6.04,46.84,0
1607.11,1273.73,318.97,7.91,38.16,81.66,1010.14,22.1,14.68,15.19,0
3394.34,2681.25,924.77,1.88,32.86,95.53,986.97,15.22,12.35,24.36,1
3830.95,2315.87,511.37,6.22,37.45,49.62,989.2,48.54,7.54,83.67,1
1234.98,984.75,250.59,7.08,36.21,62.56,1025.57,55.46,3.14,49.37,0
2392.48,1523.16,595.29,5.9,32.58,90.58,1027.82,29.65,13.41,97.87,1
1485.36,1122.27,309.35,5.38,21.07,46.1,980.26,6.02,9.91,10.39,0
992.23,560.51,250.23,2.66,30.38,96.13,1023.12,29.3,2.47,92.85,0
1841.61,1200.27,390.33,2.74,19.66,84.71,1026.9,38.19,3.16,68.72,0
1259.8,994.99,327.49,7.8,18.31,66.36,1006.29,62.74,8.34,66.08,0
3071.79,2408.62,503.59,0.68,30.81,60.32,1002.45,46.66,7.8,85.63,1
2507.92,1768.39,776.55,7.9,30.62,48.86,1025.94,50.31,6.43,66.41,0
1260.27,931.77,226.94,5.5,18.92,45.62,980.38,15.78,6.69,13.14,0
829.57,458.69,153.47,9.39,23.81,65.42,1022.02,50.98,3.0,91.48,0
3386.1,2426.13,725.22,9.97,16.66,90.59,994.83,36.12,4.2,88.59,0
1363.82,934.78,284.08,6.8,32.89,71.91,1012.06,57.79,7.64,56.79,0
2739.89,1445.2,521.46,4.42,39.69,67.07,996.16,16.71,1.42,21.34,0
1878.15,1002.83,366.56,5.01,33.5,59.14,1006.15,37.01,5.61,83.93,0
2673.56,1423.76,339.67,2.44,36.1,49.42,1020.42,16.24,3.55,57.68,0
1810.09,1298.39,421.84,1.44,26.91,99.41,989.06,21.44,3.03,39.36,0
1078.21,584.94,232.58,6.0,17.39,41.54,1013.2,58.59,2.63,99.4,0
1513.44,969.09,301.21,8.15,33.17,58.71,1024.92,48.77,2.53,24.81,0
1401.79,851.02,205.48,2.99,21.41,86.16,1025.05,51.54,2.83,24.81,0
2169.66,1443.15,401.64,4.49,24.71,71.23,1024.71,6.66,5.92,63.97,0
2906.51,2069.27,523.72,5.77,32.58,58.83,1005.92,51.56,1.97,34.03,0
1644.18,1159.83,268.45,9.13,37.62,99.56,1018.39,35.42,13.51,47.09,0
838.62,549.01,161.63,1.82,27.16,77.15,1002.34,33.22,7.72,31.65,0
2460.6,1573.06,527.34,2.75,39.04,57.71,1003.01,30.06,7.82,80.44,0
2738.43,1696.03,370.05,9.23,28.0,90.88,994.19,59.92,3.56,34.72,0
3881.19,2944.16,1033.27,0.88,18.06,49.01,994.26,14.07,13.07,85.8,1
2686.31,1609.78,721.6,6.73,27.96,67.81,981.89,57.36,12.51,76.23,1
2307.75,1333.44,588.09,6.58,36.52,90.38,1006.57,65.13,1.0,36.8,0
2634.89,1905.01,775.9,4.14,28.45,99.02,995.44,13.44,11.12,81.91,1
3769.28,2291.46,610.87,4.95,33.69,62.98,989.38,69.97,3.17,38.69,0
3450.81,2602.25,535.03,8.62,28.7,48.29,986.09,69.36,8.56,46.59,0
1833.53,1097.12,448.05,2.07,28.65,74.02,997.35,44.25,13.12,17.04,0
1559.21,1107.95,237.02,2.7,22.12,96.64,1024.95,20.26,14.04,61.19,0
1640.43,842.41,211.79,5.37,20.03,79.94,1005.82,31.21,3.17,83.47,0
2414.15,1486.32,499.57,4.39,21.97,76.13,1007.85,13.59,14.12,66.07,1
3180.96,1918.02,469.14,5.96,26.02,58.56,982.72,10.17,1.51,59.65,0
2410.3,1795.68,733.44,9.25,35.24,76.38,1005.99,49.87,13.69,90.81,1
1016.95,803.51,316.82,9.21,35.72,93.08,1013.38,41.43,11.7,49.72,0
3115.46,1988.49,773.41,2.69,19.08,62.53,987.54,40.32,13.75,99.62,1
3379.1,2525.71,1020.47,3.37,28.82,54.52,1029.18,18.85,5.81,51.47,1
1726.39,1225.58,312.43,2.04,25.4,68.86,1025.76,17.97,14.14,67.9,0
2925.2,2311.54,883.52,9.31,29.27,62.57,1029.66,69.3,12.37,14.18,1
2165.09,1609.38,464.82,4.28,31.19,68.2,998.02,44.76,5.26,72.87,0
3645.18,1907.32,699.43,4.77,21.99,45.74,1021.11,57.72,5.41,38.75,0
3504.72,2502.32,576.8,8.13,37.98,60.17,996.44,27.74,5.68,21.5,0
2481.38,1639.33,617.04,5.37,38.39,89.59,1017.46,59.37,9.04,23.33,0
3012.82,1521.26,673.96,1.64,17.63,64.02,1027.39,51.12,3.14,55.75,0
3626.72,2086.79,440.1,4.66,32.58,98.07,987.75,25.81,6.79,63.06,0
2386.29,1853.02,414.07,6.49,15.83,82.53,987.02,50.8,1.48,73.3,0
1802.4,1401.94,323.72,7.33,16.16,61.96,985.22,64.94,5.7,50.15,0
3211.73,2375.57,730.82,6.63,38.94,55.1,1019.92,16.53,10.17,87.83,1
1504.21,1195.15,325.91,1.63,32.37,81.12,1013.33,39.24,9.05,16.17,0
2043.3,1516.05,609.04,3.39,23.11,58.15,1006.12,67.73,5.09,20.93,0
3570.33,1796.09,571.96,7.47,31.75,95.61,1018.7,57.86,4.23,30.51,0
3118.15,1828.33,587.14,8.86,36.15,46.98,1022.5,44.18,5.24,19.16,0
2092.2,1065.32,404.03,0.95,36.77,41.72,1027.48,6.74,1.51,78.03,0
1487.18,785.58,228.2,0.9,15.51,53.26,990.06,29.63,4.23,42.66,0
1939.1,1096.86,316.23,6.61,35.46,76.4,1002.08,46.25,10.77,64.38,0
1709.13,1112.76,433.12,5.71,36.33,90.1,1026.15,29.86,3.09,78.84,0
1363.49,1028.42,406.24,1.98,29.89,50.21,1003.07,69.8,2.5,59.25,0
3178.67,2411.3,490.94,5.71,27.0,75.08,1004.38,53.23,12.77,58.01,1
1606.62,1100.31,259.62,9.76,17.77,48.65,1027.12,14.72,3.93,50.53,0
2253.34,1754.12,444.27,6.49,20.99,73.79,1016.73,35.35,4.14,72.6,0
2034.75,1322.63,380.78,4.77,27.26,41.09,1007.6,28.11,7.21,57.67,0
3942.65,3022.87,824.83,8.36,36.63,73.47,997.86,42.38,7.34,46.32,1
2051.5,1305.2,479.18,2.52,35.08,71.31,1025.77,32.37,3.2,65.6,0
1055.94,615.79,250.65,4.44,27.4,42.57,980.45,18.18,8.56,96.54,0
1087.44,842.69,209.0,5.51,34.64,81.37,996.05,51.26,10.59,82.73,0
2690.41,1658.32,565.06,5.29,34.14,74.34,1027.3,9.25,7.53,50.24,0
2717.96,1769.45,516.6,9.25,29.48,77.39,1004.91,38.19,13.48,64.69,1
2140.03,1281.15,418.22,3.28,20.51,71.79,1011.19,23.09,14.88,45.22,0
2181.9,1524.82,541.6,1.04,23.7,83.32,1006.63,67.72,8.16,56.82,0
972.58,776.62,328.82,9.21,19.1,71.5,999.87,22.64,14.6,76.03,0
2452.95,1245.25,308.91,2.56,15.18,95.34,1013.26,25.18,9.87,85.41,0
2415.17,1859.57,412.36,4.1,17.01,96.61,1018.32,50.08,8.17,15.51,0
1278.56,640.78,228.63,5.54,33.99,83.6,998.22,10.74,13.12,24.82,0
1132.29,689.87,205.95,9.77,15.84,94.71,1009.53,24.07,14.51,62.23,0
1195.43,658.18,158.44,5.59,25.0,95.39,984.14,49.32,14.99,73.32,0
1123.29,816.86,187.28,4.75,39.64,55.72,1007.38,4.09,11.51,69.47,0
2751.07,1417.3,481.5,6.04,34.88,99.64,1017.39,23.15,7.54,32.46,0
1428.74,951.61,261.8,9.72,33.77,56.05,1009.26,2.56,4.79,68.9,0
1604.58,944.26,424.31,8.27,21.87,41.11,1023.92,12.22,8.59,51.57,0
1355.43,732.07,220.7,2.11,31.04,97.73,994.31,43.09,11.77,32.04,0
3865.07,2827.48,715.55,8.13,27.47,53.42,1004.59,33.06,0.89,89.62,0
3534.78,1997.94,713.69,8.49,30.6,75.05,984.37,12.61,4.38,57.7,0
1537.58,871.97,227.64,7.06,25.9,98.24,1015.0,7.31,5.64,87.62,0
1848.21,1076.63,348.31,6.74,28.27,42.97,1002.14,5.83,11.81,47.62,0
1471.66,994.88,319.0,4.69,39.71,56.16,1006.52,7.8,9.4,66.96,0
2374.0,1656.82,519.23,6.6,23.23,76.53,986.42,8.53,6.67,83.53,0
862.75,435.93,173.95,7.51,20.41,85.75,1029.87,7.87,13.83,39.59,0
2948.38,1688.13,429.04,1.67,26.21,88.44,1018.6,5.75,8.3,87.18,1
2474.11,1556.93,663.37,2.94,28.11,93.03,1000.03,49.4,11.0,41.64,1
3675.64,2203.89,876.79,2.34,17.14,50.11,1008.5,66.01,10.0,28.18,1
